url_code,url,annotation
B005NND394,http://www.amazon.com/dp/B005NND394,0
B0029NY9I0,http://www.amazon.com/dp/B0029NY9I0,0
1510743103,http://www.amazon.com/dp/1510743103,1
B006IQOU2O,http://www.amazon.com/dp/B006IQOU2O,5
B07LD3W915,http://www.amazon.com/dp/B07LD3W915,5
1641525096,http://www.amazon.com/dp/1641525096,5
B00XD079MQ,http://www.amazon.com/dp/B00XD079MQ,5
B071G4TR1J,http://www.amazon.com/dp/B071G4TR1J,5
1670923320,http://www.amazon.com/dp/1670923320,0
B005QNRTPA,http://www.amazon.com/dp/B005QNRTPA,5
1455570249,http://www.amazon.com/dp/1455570249,5
B07Z8L6GLV,http://www.amazon.com/dp/B07Z8L6GLV,1
143383023X,http://www.amazon.com/dp/143383023X,5
B01M7WKBR3,http://www.amazon.com/dp/B01M7WKBR3,0
B08354PX7Q,http://www.amazon.com/dp/B08354PX7Q,5
1591203104,http://www.amazon.com/dp/1591203104,1
B08546TPLS,http://www.amazon.com/dp/B08546TPLS,3
B06Y1TFQMC,http://www.amazon.com/dp/B06Y1TFQMC,5
B07TYLY41W,http://www.amazon.com/dp/B07TYLY41W,5
B07VN6QQR9,http://www.amazon.com/dp/B07VN6QQR9,5
0692914374,http://www.amazon.com/dp/0692914374,5
B00PW9H86S,http://www.amazon.com/dp/B00PW9H86S,5
B005KSOIJG,http://www.amazon.com/dp/B005KSOIJG,0
B073WL53FT,http://www.amazon.com/dp/B073WL53FT,0
B07TB1V8TQ,http://www.amazon.com/dp/B07TB1V8TQ,5
B082DJPXC4,http://www.amazon.com/dp/B082DJPXC4,5
B078Y9MB92,http://www.amazon.com/dp/B078Y9MB92,0
B07H3RPNSX,http://www.amazon.com/dp/B07H3RPNSX,0
0830846123,http://www.amazon.com/dp/0830846123,5
0999681001,http://www.amazon.com/dp/0999681001,5
B06XKW8P7P,http://www.amazon.com/dp/B06XKW8P7P,0
B082FP1XKQ,http://www.amazon.com/dp/B082FP1XKQ,3
B07F7C9HH5,http://www.amazon.com/dp/B07F7C9HH5,0
1641522941,http://www.amazon.com/dp/1641522941,5
B07B45PSV8,http://www.amazon.com/dp/B07B45PSV8,0
B07H9SFN67,http://www.amazon.com/dp/B07H9SFN67,0
B086BQT1NS,http://www.amazon.com/dp/B086BQT1NS,1
B07D73SL6W,http://www.amazon.com/dp/B07D73SL6W,5
B086H2STJL,http://www.amazon.com/dp/B086H2STJL,5
B07MWFK5F4,http://www.amazon.com/dp/B07MWFK5F4,0
B07XVN9WS6,http://www.amazon.com/dp/B07XVN9WS6,5
B086YJ24M1,http://www.amazon.com/dp/B086YJ24M1,0
B082SXT952,http://www.amazon.com/dp/B082SXT952,5
B087NXP32W,http://www.amazon.com/dp/B087NXP32W,1
B0711GYNJN,http://www.amazon.com/dp/B0711GYNJN,0
B07YF9VDD6,http://www.amazon.com/dp/B07YF9VDD6,5
B01NB9HA7F,http://www.amazon.com/dp/B01NB9HA7F,0
B071Y2BTT4,http://www.amazon.com/dp/B071Y2BTT4,5
B003D5DK06,http://www.amazon.com/dp/B003D5DK06,0
1784798975,http://www.amazon.com/dp/1784798975,5
1623159040,http://www.amazon.com/dp/1623159040,1
B07F7K9BMK,http://www.amazon.com/dp/B07F7K9BMK,0
B07FJ6P6CP,http://www.amazon.com/dp/B07FJ6P6CP,5
B071V5V8PX,http://www.amazon.com/dp/B071V5V8PX,0
B00ZGKFJFK,http://www.amazon.com/dp/B00ZGKFJFK,0
B084B6VH14,http://www.amazon.com/dp/B084B6VH14,5
0692168842,http://www.amazon.com/dp/0692168842,5
B083R6DXQG,http://www.amazon.com/dp/B083R6DXQG,5
B07KKL39HP,http://www.amazon.com/dp/B07KKL39HP,5
B07XZJSM47,http://www.amazon.com/dp/B07XZJSM47,5
1949471047,http://www.amazon.com/dp/1949471047,5
B07QB4HS7K,http://www.amazon.com/dp/B07QB4HS7K,0
B083F7DQR1,http://www.amazon.com/dp/B083F7DQR1,5
B07X5FMFMF,http://www.amazon.com/dp/B07X5FMFMF,5
B00EOTJG2Q,http://www.amazon.com/dp/B00EOTJG2Q,0
B0031X35YQ,http://www.amazon.com/dp/B0031X35YQ,0
B07DR13XSX,http://www.amazon.com/dp/B07DR13XSX,0
B07PH1XDQP,http://www.amazon.com/dp/B07PH1XDQP,5
B07MJVBRLG,http://www.amazon.com/dp/B07MJVBRLG,5
B07VM7HDJN,http://www.amazon.com/dp/B07VM7HDJN,5
B087M9WHTH,http://www.amazon.com/dp/B087M9WHTH,5
B00O5MJDQ6,http://www.amazon.com/dp/B00O5MJDQ6,5
B0849KFDRP,http://www.amazon.com/dp/B0849KFDRP,5
B0811JNJRJ,http://www.amazon.com/dp/B0811JNJRJ,5
B07MM1Q1ZD,http://www.amazon.com/dp/B07MM1Q1ZD,5
B07DX6ZLHT,http://www.amazon.com/dp/B07DX6ZLHT,5
B07SPFD4ZH,http://www.amazon.com/dp/B07SPFD4ZH,0
1641525487,http://www.amazon.com/dp/1641525487,1
B07CZ1YYHR,http://www.amazon.com/dp/B07CZ1YYHR,1
B082VD4GHK,http://www.amazon.com/dp/B082VD4GHK,5
031649271X,http://www.amazon.com/dp/031649271X,5
B0858Y5VNX,http://www.amazon.com/dp/B0858Y5VNX,1
B06XCLK31X,http://www.amazon.com/dp/B06XCLK31X,0
B07R3D3G4G,http://www.amazon.com/dp/B07R3D3G4G,0
B002MFR01S,http://www.amazon.com/dp/B002MFR01S,0
B07BRXFRRD,http://www.amazon.com/dp/B07BRXFRRD,0
B07BZYWW25,http://www.amazon.com/dp/B07BZYWW25,5
032331211X,http://www.amazon.com/dp/032331211X,0
B085TB42X8,http://www.amazon.com/dp/B085TB42X8,5
B077GZDH3C,http://www.amazon.com/dp/B077GZDH3C,0
B082V3X39M,http://www.amazon.com/dp/B082V3X39M,0
B07P1J4RN9,http://www.amazon.com/dp/B07P1J4RN9,0
B079G87XBW,http://www.amazon.com/dp/B079G87XBW,5
B081LF5GD4,http://www.amazon.com/dp/B081LF5GD4,5
B00RC0ZRG8,http://www.amazon.com/dp/B00RC0ZRG8,5
B003WOL564,http://www.amazon.com/dp/B003WOL564,0
B07BGH23D5,http://www.amazon.com/dp/B07BGH23D5,0
B01DIDY0Q0,http://www.amazon.com/dp/B01DIDY0Q0,1
151074682X,http://www.amazon.com/dp/151074682X,5
B084V88BJR,http://www.amazon.com/dp/B084V88BJR,5
B07GBGNRSG,http://www.amazon.com/dp/B07GBGNRSG,1
170145839X,http://www.amazon.com/dp/170145839X,5
B01KMPJZNA,http://www.amazon.com/dp/B01KMPJZNA,0
B07GRB5JFR,http://www.amazon.com/dp/B07GRB5JFR,5
B0017IH750,http://www.amazon.com/dp/B0017IH750,0
B07D451SJ7,http://www.amazon.com/dp/B07D451SJ7,5
B079R1SSQR,http://www.amazon.com/dp/B079R1SSQR,0
1947151053,http://www.amazon.com/dp/1947151053,1
B01DFRDDTY,http://www.amazon.com/dp/B01DFRDDTY,5
B002PK122I,http://www.amazon.com/dp/B002PK122I,5
B07BHPW1M9,http://www.amazon.com/dp/B07BHPW1M9,1
B086R8W31B,http://www.amazon.com/dp/B086R8W31B,1
B07F2KZX9V,http://www.amazon.com/dp/B07F2KZX9V,0
B0040ZN3L4,http://www.amazon.com/dp/B0040ZN3L4,5
B087ZRDKC6,http://www.amazon.com/dp/B087ZRDKC6,0
B000NRVXSI,http://www.amazon.com/dp/B000NRVXSI,0
B00MYCYPKI,http://www.amazon.com/dp/B00MYCYPKI,5
B07ZYBRS9P,http://www.amazon.com/dp/B07ZYBRS9P,5
B079JG3D2W,http://www.amazon.com/dp/B079JG3D2W,5
1521172285,http://www.amazon.com/dp/1521172285,5
B014U1MN72,http://www.amazon.com/dp/B014U1MN72,5
B07BZ69296,http://www.amazon.com/dp/B07BZ69296,5
B0076Q53EO,http://www.amazon.com/dp/B0076Q53EO,5
B07GT55YXN,http://www.amazon.com/dp/B07GT55YXN,5
B07DQF2DY3,http://www.amazon.com/dp/B07DQF2DY3,5
B000EOTEM2,http://www.amazon.com/dp/B000EOTEM2,0
B06XYCCMW6,http://www.amazon.com/dp/B06XYCCMW6,5
B06W9GD38F,http://www.amazon.com/dp/B06W9GD38F,0
B01GS64JUG,http://www.amazon.com/dp/B01GS64JUG,0
B0874WQSPM,http://www.amazon.com/dp/B0874WQSPM,5
B0746QT2R4,http://www.amazon.com/dp/B0746QT2R4,5
B00FEI2N7G,http://www.amazon.com/dp/B00FEI2N7G,0
B005OS4VEO,http://www.amazon.com/dp/B005OS4VEO,1
B07CP2445J,http://www.amazon.com/dp/B07CP2445J,0
B07SGGX1R7,http://www.amazon.com/dp/B07SGGX1R7,5
B0002J1FOO,http://www.amazon.com/dp/B0002J1FOO,0
B076R96HDX,http://www.amazon.com/dp/B076R96HDX,5
B07MJRFY4B,http://www.amazon.com/dp/B07MJRFY4B,0
B01CX2XOJG,http://www.amazon.com/dp/B01CX2XOJG,5
B071GPNK7R,http://www.amazon.com/dp/B071GPNK7R,5
B07D287JSC,http://www.amazon.com/dp/B07D287JSC,5
0736977619,http://www.amazon.com/dp/0736977619,5
B082KZFX3G,http://www.amazon.com/dp/B082KZFX3G,5
B0013OSHHK,http://www.amazon.com/dp/B0013OSHHK,1
B087TD96N8,http://www.amazon.com/dp/B087TD96N8,0
1695906357,http://www.amazon.com/dp/1695906357,3
B078QL8RGN,http://www.amazon.com/dp/B078QL8RGN,0
B0030F2RYE,http://www.amazon.com/dp/B0030F2RYE,5
B01IQILU06,http://www.amazon.com/dp/B01IQILU06,0
1453701516,http://www.amazon.com/dp/1453701516,5
1096718189,http://www.amazon.com/dp/1096718189,5
B07R93ZZ8D,http://www.amazon.com/dp/B07R93ZZ8D,0
B00EV6K2AC,http://www.amazon.com/dp/B00EV6K2AC,5
B07DVCFW5V,http://www.amazon.com/dp/B07DVCFW5V,5
1623157005,http://www.amazon.com/dp/1623157005,0
B07MQKZXR8,http://www.amazon.com/dp/B07MQKZXR8,5
B00XD06PMG,http://www.amazon.com/dp/B00XD06PMG,5
1510722777,http://www.amazon.com/dp/1510722777,5
B07CQT83MT,http://www.amazon.com/dp/B07CQT83MT,5
B0084XP6ZY,http://www.amazon.com/dp/B0084XP6ZY,0
B0170U0P6Q,http://www.amazon.com/dp/B0170U0P6Q,5
B016LB9RZA,http://www.amazon.com/dp/B016LB9RZA,0
B015TPXJFI,http://www.amazon.com/dp/B015TPXJFI,3
B083NLSL29,http://www.amazon.com/dp/B083NLSL29,5
1510718109,http://www.amazon.com/dp/1510718109,0
B07TN82HD2,http://www.amazon.com/dp/B07TN82HD2,0
B00IN84V06,http://www.amazon.com/dp/B00IN84V06,5
B07VB5NRQ2,http://www.amazon.com/dp/B07VB5NRQ2,5
B075QNH2NG,http://www.amazon.com/dp/B075QNH2NG,5
B079QJRT2K,http://www.amazon.com/dp/B079QJRT2K,5
B07CZ6FSN4,http://www.amazon.com/dp/B07CZ6FSN4,5
B00JV5WR42,http://www.amazon.com/dp/B00JV5WR42,5
B07YRPX74G,http://www.amazon.com/dp/B07YRPX74G,5
B07H7DRG4D,http://www.amazon.com/dp/B07H7DRG4D,0
B00J8MLTYW,http://www.amazon.com/dp/B00J8MLTYW,0
B084SFH9J2,http://www.amazon.com/dp/B084SFH9J2,5
B00D8STBHY,http://www.amazon.com/dp/B00D8STBHY,5
B07HHDGXL3,http://www.amazon.com/dp/B07HHDGXL3,5
170724376X,http://www.amazon.com/dp/170724376X,0
B074MJND9Y,http://www.amazon.com/dp/B074MJND9Y,0
B07R4Q9KLD,http://www.amazon.com/dp/B07R4Q9KLD,5
B07CSTXBZ2,http://www.amazon.com/dp/B07CSTXBZ2,-1
B01MSBVXR5,http://www.amazon.com/dp/B01MSBVXR5,5
B00SYNTZMY,http://www.amazon.com/dp/B00SYNTZMY,5
B00GB85JR4,http://www.amazon.com/dp/B00GB85JR4,0
B01CO5DGXG,http://www.amazon.com/dp/B01CO5DGXG,0
B009LRVC0K,http://www.amazon.com/dp/B009LRVC0K,0
B015QN0WIU,http://www.amazon.com/dp/B015QN0WIU,0
B07D1C5MKH,http://www.amazon.com/dp/B07D1C5MKH,0
B07D13XVHT,http://www.amazon.com/dp/B07D13XVHT,5
B019G9OTBQ,http://www.amazon.com/dp/B019G9OTBQ,0
1465451099,http://www.amazon.com/dp/1465451099,5
B00KN8CSJA,http://www.amazon.com/dp/B00KN8CSJA,0
B07PJPVK8Q,http://www.amazon.com/dp/B07PJPVK8Q,5
B078Y4NNJ5,http://www.amazon.com/dp/B078Y4NNJ5,5
B07VCQRY4W,http://www.amazon.com/dp/B07VCQRY4W,5
B07B278LB1,http://www.amazon.com/dp/B07B278LB1,5
B01N6F3SUV,http://www.amazon.com/dp/B01N6F3SUV,0
B086SCHSBR,http://www.amazon.com/dp/B086SCHSBR,5
B007D6C1WY,http://www.amazon.com/dp/B007D6C1WY,0
1080005110,http://www.amazon.com/dp/1080005110,5
B07T74Z1RG,http://www.amazon.com/dp/B07T74Z1RG,1
163353944X,http://www.amazon.com/dp/163353944X,1
B002KVF0LQ,http://www.amazon.com/dp/B002KVF0LQ,0
B07CH3DNDJ,http://www.amazon.com/dp/B07CH3DNDJ,5
B08543M1TD,http://www.amazon.com/dp/B08543M1TD,5
B01E54156O,http://www.amazon.com/dp/B01E54156O,5
B078Y4XSB2,http://www.amazon.com/dp/B078Y4XSB2,1
B07S37KBBL,http://www.amazon.com/dp/B07S37KBBL,5
B086PZ4DX6,http://www.amazon.com/dp/B086PZ4DX6,0
B07W7MCK7W,http://www.amazon.com/dp/B07W7MCK7W,0
B073ZM21CS,http://www.amazon.com/dp/B073ZM21CS,0
B082YKN1M1,http://www.amazon.com/dp/B082YKN1M1,5
B07QMTQ36X,http://www.amazon.com/dp/B07QMTQ36X,0
B07WJY7F4J,http://www.amazon.com/dp/B07WJY7F4J,5
B009KBTBZU,http://www.amazon.com/dp/B009KBTBZU,1
B00HZ1E5BM,http://www.amazon.com/dp/B00HZ1E5BM,5
B00CBTZ968,http://www.amazon.com/dp/B00CBTZ968,0
B07JGZPP58,http://www.amazon.com/dp/B07JGZPP58,5
B07JR8HZ9X,http://www.amazon.com/dp/B07JR8HZ9X,5
B081FL5Q7G,http://www.amazon.com/dp/B081FL5Q7G,1
B07T2LGKKV,http://www.amazon.com/dp/B07T2LGKKV,-1
B00ECLGAL6,http://www.amazon.com/dp/B00ECLGAL6,1
1676631852,http://www.amazon.com/dp/1676631852,0
B00K6E6BMG,http://www.amazon.com/dp/B00K6E6BMG,0
B002NVA2KW,http://www.amazon.com/dp/B002NVA2KW,0
B01F2IJS02,http://www.amazon.com/dp/B01F2IJS02,5
0963796836,http://www.amazon.com/dp/0963796836,0
1705499228,http://www.amazon.com/dp/1705499228,5
B0828939LY,http://www.amazon.com/dp/B0828939LY,4
B078SKP5DX,http://www.amazon.com/dp/B078SKP5DX,0
B07TZ5WWQ7,http://www.amazon.com/dp/B07TZ5WWQ7,-1
B084DJWSZL,http://www.amazon.com/dp/B084DJWSZL,1
B07F31HVWQ,http://www.amazon.com/dp/B07F31HVWQ,5
B07GTG4GSS,http://www.amazon.com/dp/B07GTG4GSS,0
B00014I930,http://www.amazon.com/dp/B00014I930,0
B07QFMGLTR,http://www.amazon.com/dp/B07QFMGLTR,0
B085S5T4QZ,http://www.amazon.com/dp/B085S5T4QZ,0
B00EI46XSM,http://www.amazon.com/dp/B00EI46XSM,0
B001G7QU32,http://www.amazon.com/dp/B001G7QU32,0
B01AU1IAIW,http://www.amazon.com/dp/B01AU1IAIW,0
B07ZMLBQNY,http://www.amazon.com/dp/B07ZMLBQNY,0
B07P88F1DK,http://www.amazon.com/dp/B07P88F1DK,5
B07CLFP9HF,http://www.amazon.com/dp/B07CLFP9HF,1
1634502299,http://www.amazon.com/dp/1634502299,0
B00VT1AO8C,http://www.amazon.com/dp/B00VT1AO8C,5
B00MEVITCY,http://www.amazon.com/dp/B00MEVITCY,0
B004QRHSDU,http://www.amazon.com/dp/B004QRHSDU,0
B004X67R8A,http://www.amazon.com/dp/B004X67R8A,0
B07G28MJN3,http://www.amazon.com/dp/B07G28MJN3,5
B086C7SC7C,http://www.amazon.com/dp/B086C7SC7C,5
B07MD3B5Q2,http://www.amazon.com/dp/B07MD3B5Q2,5
B01LWJF8I2,http://www.amazon.com/dp/B01LWJF8I2,5
B00CS8OLYI,http://www.amazon.com/dp/B00CS8OLYI,0
B000Y1MS5K,http://www.amazon.com/dp/B000Y1MS5K,0
B000HHLVB8,http://www.amazon.com/dp/B000HHLVB8,0
B07HKLFMFC,http://www.amazon.com/dp/B07HKLFMFC,0
B084RV5FDN,http://www.amazon.com/dp/B084RV5FDN,5
B075KJT5PD,http://www.amazon.com/dp/B075KJT5PD,3
B08587X3V3,http://www.amazon.com/dp/B08587X3V3,5
B000QWLOZW,http://www.amazon.com/dp/B000QWLOZW,0
B0139JXGG8,http://www.amazon.com/dp/B0139JXGG8,5
1677357568,http://www.amazon.com/dp/1677357568,1
B07QMQ8QP6,http://www.amazon.com/dp/B07QMQ8QP6,5
0062961004,http://www.amazon.com/dp/0062961004,0
B07CLB6352,http://www.amazon.com/dp/B07CLB6352,5
B00006IC87,http://www.amazon.com/dp/B00006IC87,5
B07B4R4CGX,http://www.amazon.com/dp/B07B4R4CGX,5
B00YD3TNCQ,http://www.amazon.com/dp/B00YD3TNCQ,0
B07KYYB5L7,http://www.amazon.com/dp/B07KYYB5L7,5
B005HILW98,http://www.amazon.com/dp/B005HILW98,0
B01JP48BG6,http://www.amazon.com/dp/B01JP48BG6,0
B00NKQCQLC,http://www.amazon.com/dp/B00NKQCQLC,5
B07NCY1HQL,http://www.amazon.com/dp/B07NCY1HQL,5
B083LD7T7L,http://www.amazon.com/dp/B083LD7T7L,5
B000FGECAI,http://www.amazon.com/dp/B000FGECAI,5
B07859DVJF,http://www.amazon.com/dp/B07859DVJF,0
B07T1688WS,http://www.amazon.com/dp/B07T1688WS,5
B074N8RPW9,http://www.amazon.com/dp/B074N8RPW9,0
1888799803,http://www.amazon.com/dp/1888799803,0
B07GX7G1B2,http://www.amazon.com/dp/B07GX7G1B2,0
B0172Q4ISE,http://www.amazon.com/dp/B0172Q4ISE,5
B086R7TDH1,http://www.amazon.com/dp/B086R7TDH1,-1
B0841Z9D93,http://www.amazon.com/dp/B0841Z9D93,0
1594960496,http://www.amazon.com/dp/1594960496,5
0994741863,http://www.amazon.com/dp/0994741863,1
B017F75YM4,http://www.amazon.com/dp/B017F75YM4,0
B01MTPCPLS,http://www.amazon.com/dp/B01MTPCPLS,0
B01GJ91856,http://www.amazon.com/dp/B01GJ91856,0
B0055607V6,http://www.amazon.com/dp/B0055607V6,5
B07KGKGVS3,http://www.amazon.com/dp/B07KGKGVS3,0
B087NG9RXV,http://www.amazon.com/dp/B087NG9RXV,3
B07TRNVTZQ,http://www.amazon.com/dp/B07TRNVTZQ,5
B01N4DIVQR,http://www.amazon.com/dp/B01N4DIVQR,5
B07RY9X1XH,http://www.amazon.com/dp/B07RY9X1XH,0
B00PSSK0GI,http://www.amazon.com/dp/B00PSSK0GI,1
B0725RDCTM,http://www.amazon.com/dp/B0725RDCTM,5
B073F3P8H5,http://www.amazon.com/dp/B073F3P8H5,5
B07713WC4M,http://www.amazon.com/dp/B07713WC4M,5
B07YCRCK7M,http://www.amazon.com/dp/B07YCRCK7M,5
B07W8P2Q6R,http://www.amazon.com/dp/B07W8P2Q6R,0
B073NPRR26,http://www.amazon.com/dp/B073NPRR26,5
B07F7KJNKK,http://www.amazon.com/dp/B07F7KJNKK,5
B07R5GVW3X,http://www.amazon.com/dp/B07R5GVW3X,5
1078199914,http://www.amazon.com/dp/1078199914,0
B07K8R797L,http://www.amazon.com/dp/B07K8R797L,5
1119350859,http://www.amazon.com/dp/1119350859,0
B006H9THXY,http://www.amazon.com/dp/B006H9THXY,0
1544504594,http://www.amazon.com/dp/1544504594,0
B06XTG4GSS,http://www.amazon.com/dp/B06XTG4GSS,1
B07GL9DC34,http://www.amazon.com/dp/B07GL9DC34,0
B083L3D535,http://www.amazon.com/dp/B083L3D535,0
B001H855MC,http://www.amazon.com/dp/B001H855MC,5
B07HKG39CY,http://www.amazon.com/dp/B07HKG39CY,5
B07RSTQ6RV,http://www.amazon.com/dp/B07RSTQ6RV,0
1523625074,http://www.amazon.com/dp/1523625074,5
B07SSWQWTN,http://www.amazon.com/dp/B07SSWQWTN,0
B003PUDAHC,http://www.amazon.com/dp/B003PUDAHC,0
B07SSD9FCQ,http://www.amazon.com/dp/B07SSD9FCQ,5
B07STDNH21,http://www.amazon.com/dp/B07STDNH21,5
B086HFQBPH,http://www.amazon.com/dp/B086HFQBPH,1
B07GB98ZFX,http://www.amazon.com/dp/B07GB98ZFX,0
1545334900,http://www.amazon.com/dp/1545334900,1
1650004346,http://www.amazon.com/dp/1650004346,0
B084P5L38F,http://www.amazon.com/dp/B084P5L38F,5
B07HG1MZZ7,http://www.amazon.com/dp/B07HG1MZZ7,5
B079Q2HNLR,http://www.amazon.com/dp/B079Q2HNLR,5
B088DHS174,http://www.amazon.com/dp/B088DHS174,5
B07CNK8KHS,http://www.amazon.com/dp/B07CNK8KHS,0
B077S4K58L,http://www.amazon.com/dp/B077S4K58L,5
B082F83NM8,http://www.amazon.com/dp/B082F83NM8,5
B074T2MQBM,http://www.amazon.com/dp/B074T2MQBM,0
B00KVRDACW,http://www.amazon.com/dp/B00KVRDACW,0
B01GRYDTWI,http://www.amazon.com/dp/B01GRYDTWI,5
B012XYJ87G,http://www.amazon.com/dp/B012XYJ87G,5
B07YG4HM48,http://www.amazon.com/dp/B07YG4HM48,0
B086PVL6XD,http://www.amazon.com/dp/B086PVL6XD,0
B07GC4M1PN,http://www.amazon.com/dp/B07GC4M1PN,5
1725509539,http://www.amazon.com/dp/1725509539,0
B083ZJYZS2,http://www.amazon.com/dp/B083ZJYZS2,5
B00D3G8CB2,http://www.amazon.com/dp/B00D3G8CB2,5
B07255MPRN,http://www.amazon.com/dp/B07255MPRN,0
B07RD79SG4,http://www.amazon.com/dp/B07RD79SG4,0
B071K9SDC9,http://www.amazon.com/dp/B071K9SDC9,0
B084GCPC9M,http://www.amazon.com/dp/B084GCPC9M,5
B07MVNXQTC,http://www.amazon.com/dp/B07MVNXQTC,0
B07932Z782,http://www.amazon.com/dp/B07932Z782,5
B086MS4ZVV,http://www.amazon.com/dp/B086MS4ZVV,1
B000H87TIG,http://www.amazon.com/dp/B000H87TIG,1
B00JBNPV06,http://www.amazon.com/dp/B00JBNPV06,1
B007EA4UBY,http://www.amazon.com/dp/B007EA4UBY,5
1717749208,http://www.amazon.com/dp/1717749208,0
B085NN4P78,http://www.amazon.com/dp/B085NN4P78,0
B00JAZNFUI,http://www.amazon.com/dp/B00JAZNFUI,0
B082HQ3SDY,http://www.amazon.com/dp/B082HQ3SDY,3
B07DW243CZ,http://www.amazon.com/dp/B07DW243CZ,1
B07FCXGBHW,http://www.amazon.com/dp/B07FCXGBHW,5
B07V6BK7XG,http://www.amazon.com/dp/B07V6BK7XG,1
B07JG85TJQ,http://www.amazon.com/dp/B07JG85TJQ,0
B07H89NCZV,http://www.amazon.com/dp/B07H89NCZV,5
B074PB5NJQ,http://www.amazon.com/dp/B074PB5NJQ,5
B00AN2JPNI,http://www.amazon.com/dp/B00AN2JPNI,0
B07FLB19L9,http://www.amazon.com/dp/B07FLB19L9,5
0692901159,http://www.amazon.com/dp/0692901159,1
B0841HLTQT,http://www.amazon.com/dp/B0841HLTQT,5
B07XF4LP9Q,http://www.amazon.com/dp/B07XF4LP9Q,1
B07P56B74D,http://www.amazon.com/dp/B07P56B74D,0
B00Q5HT94U,http://www.amazon.com/dp/B00Q5HT94U,5
B00IBZ66P4,http://www.amazon.com/dp/B00IBZ66P4,1
B01BQZHSCA,http://www.amazon.com/dp/B01BQZHSCA,0
0815345232,http://www.amazon.com/dp/0815345232,0
B0060HUME6,http://www.amazon.com/dp/B0060HUME6,5
B017USHIBS,http://www.amazon.com/dp/B017USHIBS,5
B0046A9MOA,http://www.amazon.com/dp/B0046A9MOA,0
146547028X,http://www.amazon.com/dp/146547028X,0
B086NRTTNS,http://www.amazon.com/dp/B086NRTTNS,1
B010BIHJQI,http://www.amazon.com/dp/B010BIHJQI,0
B07GZBFTTV,http://www.amazon.com/dp/B07GZBFTTV,5
B01GKBZJQW,http://www.amazon.com/dp/B01GKBZJQW,0
B07SJXTJJB,http://www.amazon.com/dp/B07SJXTJJB,5
B08655T82Y,http://www.amazon.com/dp/B08655T82Y,1
B084KXKPQQ,http://www.amazon.com/dp/B084KXKPQQ,5
1657709477,http://www.amazon.com/dp/1657709477,1
1646114132,http://www.amazon.com/dp/1646114132,1
1544136498,http://www.amazon.com/dp/1544136498,0
B07STDFCM6,http://www.amazon.com/dp/B07STDFCM6,0
B07G63BP96,http://www.amazon.com/dp/B07G63BP96,1
B085XKSG8X,http://www.amazon.com/dp/B085XKSG8X,0
B07D27RJ13,http://www.amazon.com/dp/B07D27RJ13,5
B06X3QVLJ7,http://www.amazon.com/dp/B06X3QVLJ7,1
B001HMADVG,http://www.amazon.com/dp/B001HMADVG,0
0062862979,http://www.amazon.com/dp/0062862979,0
B071RKTZ3K,http://www.amazon.com/dp/B071RKTZ3K,5
1544195702,http://www.amazon.com/dp/1544195702,0
B06XBZ8XTM,http://www.amazon.com/dp/B06XBZ8XTM,5
B004GNFMZA,http://www.amazon.com/dp/B004GNFMZA,5
B076QBQ9KJ,http://www.amazon.com/dp/B076QBQ9KJ,5
B01LE265U6,http://www.amazon.com/dp/B01LE265U6,5
B07GGQP7CQ,http://www.amazon.com/dp/B07GGQP7CQ,0
B07CKZG5GX,http://www.amazon.com/dp/B07CKZG5GX,5
B0871JZSQB,http://www.amazon.com/dp/B0871JZSQB,5
B00VX5LB1S,http://www.amazon.com/dp/B00VX5LB1S,0
1520732368,http://www.amazon.com/dp/1520732368,5
B07DSF3GDG,http://www.amazon.com/dp/B07DSF3GDG,1
B07G3B4LWX,http://www.amazon.com/dp/B07G3B4LWX,1
B00O2PLMC4,http://www.amazon.com/dp/B00O2PLMC4,0
1790273544,http://www.amazon.com/dp/1790273544,5
B07Y1DFFJK,http://www.amazon.com/dp/B07Y1DFFJK,1
B0889VB7WS,http://www.amazon.com/dp/B0889VB7WS,5
B009XHAM8G,http://www.amazon.com/dp/B009XHAM8G,5
B00XESADDE,http://www.amazon.com/dp/B00XESADDE,5
B07K2XRFNL,http://www.amazon.com/dp/B07K2XRFNL,0
1521172226,http://www.amazon.com/dp/1521172226,5
B00TQ84AEE,http://www.amazon.com/dp/B00TQ84AEE,5
B012OPSSKW,http://www.amazon.com/dp/B012OPSSKW,0
0521186374,http://www.amazon.com/dp/0521186374,0
B07JKCF227,http://www.amazon.com/dp/B07JKCF227,5
1646114604,http://www.amazon.com/dp/1646114604,0
B0032BH76O,http://www.amazon.com/dp/B0032BH76O,0
B00MSYV2YE,http://www.amazon.com/dp/B00MSYV2YE,1
B07KY29F34,http://www.amazon.com/dp/B07KY29F34,0
B06XNSSXY4,http://www.amazon.com/dp/B06XNSSXY4,0
B0814QYS7V,http://www.amazon.com/dp/B0814QYS7V,5
B00UGPX6P0,http://www.amazon.com/dp/B00UGPX6P0,5
1524797715,http://www.amazon.com/dp/1524797715,5
B081GVQC2R,http://www.amazon.com/dp/B081GVQC2R,5
B07LFDNM9K,http://www.amazon.com/dp/B07LFDNM9K,5
B071W6W9XF,http://www.amazon.com/dp/B071W6W9XF,0
B07XLLT19Y,http://www.amazon.com/dp/B07XLLT19Y,1
B017S3J3X6,http://www.amazon.com/dp/B017S3J3X6,5
B07N6J97ZF,http://www.amazon.com/dp/B07N6J97ZF,0
